HU N P u v hel DD mois heure FFp FFo
76.4 1 1020.6 9.3 1.1 80.49 0.11 12 15 9.36 13.8
87.1 1 1022.7 8.2 3.1 188.66 0.36 12 9 8.77 11.3
80.4 1 1001.4 9.1 5.6 491.9 0.55 12 12 10.69 13.1
93.1 1 1001.1 15.4 3.2 177.02 0.21 12 15 15.73 32.8
91 1 1014.1 7.8 -4.6 25.63 -0.53 12 0 9.06 26.9
84.4 1 1016.9 7.4 -7.2 -28.01 -0.77 12 12 10.32 20.5
87.5 1 1018 7.4 -6 9.18 -0.68 12 15 9.53 16.6
76.8 1 1021.1 6.3 -6.7 33.7 -0.82 12 12 9.2 19.2
91.6 1 1025 5 -6.8 -2.43 -0.94 12 15 8.44 12.4
97.7 6 1018.6 8.9 -0.1 225.99 0 12 9 8.9 8.5
88.8 1 1021.5 8.9 -7.5 108.37 -0.7 12 18 11.64 16.1
93.7 1 1026.9 9.2 -7.3 192.38 -0.67 12 15 11.74 16
92.6 1 1028.7 9.4 -7.7 175 -0.69 12 9 12.15 15.2
94.9 1 1031.9 6.8 -5.4 123.18 -0.67 12 21 8.68 12.1
94.5 1 1031.4 5.1 -6 56.98 -0.87 12 21 7.87 12.1
96.2 1 1030 3.8 -3.5 52.66 -0.75 12 0 5.17 13.8
97 1 1029.4 6.4 -3.9 35.35 -0.55 12 0 7.49 8.7
84.6 1 1031.9 9.1 -10.4 62.9 -0.85 12 15 13.82 22.9
73.3 1 1038.2 -0.8 -5.2 -0.99 -1.72 12 18 5.26 8.2
72.7 1 1038.3 -1.1 -4.7 25.28 -1.8 12 15 4.83 10.5
57.8 1 1035.6 -1.7 0.8 -21.54 2.7 12 15 1.88 5.7
47.4 1 1034.3 0.1 -1.7 3.19 -1.51 12 0 1.7 3
66.1 1 1034.6 -0.9 -2.1 -1.96 -1.98 12 0 2.28 3
41.9 1 1031.3 -0.2 -1.4 2.77 -1.71 12 15 1.41 4.8
63.2 1 1031.8 5 -1.1 50.77 -0.22 12 15 5.12 7.2
88.8 1 1032.5 6.5 -9 20.45 -0.95 12 15 11.1 18
84.1 1 1031.2 8.9 -9.1 82.16 -0.8 12 15 12.73 21.1
93 1 1028.8 12.6 -6.1 232.57 -0.45 12 15 14 14.6
91.9 1 1027.8 13.4 -5.5 271.39 -0.39 12 9 14.48 17.1
93.2 1 1028.8 13 -5.5 194.75 -0.4 12 9 14.12 17.1
95.8 7 1017.3 12.1 -1.8 205.32 -0.15 12 15 12.23 8.5
96.8 1 1023.9 10.5 -2.4 272.73 -0.22 12 9 10.77 10.2
95.8 1 1023.3 10.6 -3.1 149.24 -0.28 12 12 11.04 15.8
96.5 1 1023.9 8.8 -2.1 170.08 -0.24 12 15 9.05 14.7
93.7 1 1024.8 6.1 -3.3 2.95 -0.5 1 15 6.94 7.6
98.5 1 1023 0.6 -0.6 -20.06 -0.79 1 15 0.85 6.3
94.2 1 1023 1.2 -2.4 -35.32 -1.11 1 15 2.68 6.3
99.8 1 1023 -0.5 0.9 32.36 2.08 1 18 1.03 6.1
93.6 1 1022.4 -1.6 -1 36.43 -2.58 1 18 1.89 6.1
96.6 1 1021.4 -0.7 -0.4 122.66 -2.61 1 21 0.81 3.6
92.3 1 1017.9 -5.5 4.4 200.61 2.47 1 15 7.04 5.5
88.5 1 1030.4 5.4 -7.6 38.62 -0.95 1 15 9.32 9.3
90.5 1 1029.6 6.4 0.7 108.85 0.11 1 0 6.44 10.3
95.5 1 1027.4 13.3 -2.5 135.46 -0.18 1 15 13.53 13.4
85 1 1030.8 10 -4.9 -26.98 -0.46 1 9 11.14 22.4
90.7 1 1026.2 13.4 -5.3 117.32 -0.38 1 15 14.41 15
96.5 1 1016.4 16.1 -5.2 348.87 -0.31 1 15 16.92 28
94.3 1 1027.2 7.6 -6.9 77.96 -0.74 1 0 10.26 10.6
81.1 1 1030.4 5.8 -6.8 147.08 -0.86 1 15 8.94 14
98 1 1033.4 6.3 -4.6 220.54 -0.63 1 9 7.8 13
93.6 1 1032 6.4 -5.3 186.82 -0.69 1 9 8.31 13
91.8 1 1030 7.6 -9.2 99.64 -0.88 1 9 11.93 13
92 1 1030.2 4.6 -4.2 22.94 -0.74 1 21 6.23 11.9
76.7 1 1033.5 -2.6 -8.1 73.05 -1.88 1 9 8.51 11.9
63.4 1 1032.4 -0.7 -6.4 90.61 -1.68 1 21 6.44 12
76.7 1 1032.5 -1.3 -4.3 22.73 -1.86 1 0 4.49 10.5
51.1 1 1032.3 -1.4 0.8 23.95 2.63 1 18 1.61 3.3
60 1 1033 -0.8 -0.9 15.69 -2.3 1 21 1.2 2
60.2 1 1029.3 0.8 -0.3 -9.28 -0.34 1 18 0.85 3.8
70.6 1 1030.4 0.4 -1 -4.82 -1.19 1 0 1.08 2.7
75.5 1 1025.5 1.8 -3.6 -1.65 -1.11 1 15 4.02 5.7
85.8 1 1025 1.6 -2.3 0.65 -0.96 1 0 2.8 10.5
56.6 1 1025 -1.3 -8.1 23.39 -1.73 1 0 8.2 10.5
68.4 1 1024.5 -0.1 -5 79.63 -1.59 1 15 5 9.9
64.5 1 1023.2 -1.1 -5.8 59.34 -1.76 1 15 5.9 10.3
62.1 1 1023.5 -1.6 -6.1 72.27 -1.83 1 15 6.31 10.3
65.4 1 1020.1 0.5 -0.8 9.57 -1.01 1 18 0.94 4.3
59.2 1 1020.7 -1.2 -4 15.08 -1.86 1 0 4.18 3.7
55.5 1 1016.8 -0.8 2.4 10.36 1.89 1 15 2.53 5
56.8 1 1018.3 -0.9 1.1 -14.46 2.26 1 18 1.42 7
86.5 1 1018.7 -0.7 -1.1 49.77 -2.14 1 0 1.3 5.8
94.2 1 1018.9 -4.8 1.7 40.31 2.8 1 9 5.09 7.1
82.8 1 1022.4 -1.4 0.6 18.75 2.74 1 18 1.52 3.8
86.1 1 1030.2 -0.2 -1.6 10.67 -1.7 1 15 1.61 4.3
69.4 1 1028.5 -0.2 -1.9 2.81 -1.68 1 15 1.91 4.3
91 3 1034.5 3.5 -2.8 37.01 -0.67 1 18 4.48 8.9
83.3 1 1036.6 0.5 -0.8 6.01 -1.01 1 21 0.94 6.3
91 1 1037.5 0.1 -1.3 -3.55 -1.49 1 0 1.3 3.2
64.6 1 1037.5 0.4 -0.9 -0.44 -1.15 1 9 0.98 2.3
97.5 1 1032.5 7.6 -1.7 103.64 -0.22 1 21 7.79 12.4
97.5 1 1031.5 8.8 -1.6 297.86 -0.18 1 15 8.94 11
95 1 1021.3 12.6 -1.8 172.93 -0.14 1 15 12.73 11.4
96.6 1 1029.5 10.2 -3 45 -0.29 1 15 10.63 11.4
85.6 1 1029.6 9.9 -7.5 110.63 -0.65 1 15 12.42 17.3
93.9 1 1029.9 9.8 -6.5 198.39 -0.59 1 0 11.76 22.3
93.2 1 1029.3 10.3 -7.8 219.25 -0.65 1 15 12.92 18.7
96.7 1 1028.4 8.8 -2.4 220.17 -0.27 1 12 9.12 12.6
92.5 1 1024.4 10.3 -5.7 154.6 -0.51 1 15 11.77 12.6
86 1 1023.3 7.2 -7.9 67.89 -0.83 1 12 10.69 10.6
86.8 1 1023.6 8 -7.1 129.78 -0.73 1 12 10.7 10.6
85.6 1 1022.1 8 -8.3 142.49 -0.8 1 15 11.53 12
87.2 1 1022.7 5.9 -7.3 75.51 -0.89 1 18 9.39 13.8
91 1 1023.4 3.1 -4.9 51.37 -1.01 1 9 5.8 11.6
93.8 1 1022.3 4 -2.6 42.01 -0.58 1 18 4.77 9.4
89.5 1 1019.9 8.9 -6.6 51.89 -0.64 1 0 11.08 9.7
78.8 1 1024.5 8.3 -8.3 172.14 -0.79 1 15 11.74 18.5
96 1 1026.6 7.2 -4.5 257.91 -0.56 1 21 8.49 11.4
96.2 1 1026 7.1 -3.3 182.75 -0.44 1 0 7.83 11.8
93.5 1 1022.5 2.7 -6.1 5.52 -1.15 1 9 6.67 11.9
90 1 1017.4 -0.7 -1.7 40.55 -1.96 1 0 1.84 4.3
99.8 1 1019.4 -1.5 -0.6 46.34 -2.75 1 9 1.62 4.1
96.4 1 1022.5 1.5 -1.9 -3.97 -0.9 1 15 2.42 2.3
94.3 1 1030 1.8 -1.3 7.39 -0.63 1 15 2.22 6.2
79.2 1 1024.3 2.5 -4.6 97.55 -1.07 1 21 5.24 11.2
96.2 1 1028.5 3 -1 62.69 -0.32 1 9 3.16 7.8
82.4 1 1021.2 1.1 -2.5 0.48 -1.16 2 0 2.73 8.5
84 1 1021.9 3.5 -3.3 33.24 -0.76 2 21 4.81 9.9
84.7 1 1025.4 3.2 -2.8 69.1 -0.72 2 15 4.25 11.7
61 1 1031.2 2.5 -10.5 169.39 -1.34 2 0 10.79 22
53.2 1 1028.3 3.2 -12.2 271.5 -1.31 2 15 12.61 16.5
83.3 1 1035.2 5.7 -4.7 219.25 -0.69 2 0 7.39 13.4
65 1 1031.3 4 -2.6 86.91 -0.58 2 9 4.77 2.3
58.4 5 1025.8 3.3 -1.7 13.49 -0.47 2 12 3.71 2.5
50.2 1 1024 -2.2 -7.7 11.22 -1.85 2 18 8.01 5.7
54 1 1028.5 2.7 -3.8 -2.44 -0.95 2 0 4.66 8.9
50.2 1 1027.4 5.1 -6.4 127.57 -0.9 2 18 8.18 17.4
53.1 1 1029 7.5 -7.7 219.44 -0.8 2 18 10.75 17.4
42.4 1 1025.1 4.2 -7.1 138.24 -1.04 2 15 8.25 13.1
49.6 1 1025.5 2.8 -10.1 434.1 -1.3 2 18 10.48 20
55.7 1 1027.1 4.6 -5.3 115.57 -0.86 2 0 7.02 13.3
67.4 1 1028.5 5 -4.5 202.54 -0.73 2 0 6.73 13.3
77.7 1 1028.1 6.5 -2.9 93.11 -0.42 2 15 7.12 13.1
81.6 1 1029.5 5.8 -3.5 50.5 -0.54 2 15 6.77 9.5
73.6 1 1028.4 7.1 -2.6 142.09 -0.35 2 15 7.56 9
89.3 1 1033.3 5.5 -2.7 153.53 -0.46 2 21 6.13 5.2
84.7 1 1033.8 3.2 -1.5 88 -0.44 2 0 3.53 2.8
92.9 1 1031.9 4.8 -3 64.23 -0.56 2 0 5.66 2.8
72.4 1 1032.2 6.6 -2.3 124.31 -0.34 2 12 6.99 3.8
68.3 1 1028.6 3.2 -6.8 95.55 -1.13 2 15 7.52 12.9
51.7 1 1025.8 2.2 -8.8 57.83 -1.33 2 18 9.07 14.1
57.6 1 1026.3 1.1 -7.2 47.16 -1.42 2 0 7.28 13.6
66 1 1023.3 3.1 -3 117.14 -0.77 2 15 4.31 7.8
57.5 1 1022.5 -0.1 -6.9 10.18 -1.59 2 18 6.9 16.5
55.6 1 1023.3 2.3 -8 80.02 -1.29 2 18 8.32 16.5
66.9 1 1025.5 4.8 -5.9 197.33 -0.89 2 21 7.61 11.8
72.7 1 1025.2 2.9 -4.4 77.65 -0.99 2 15 5.27 10.9
75.7 1 1026.7 5.3 -4.2 322.01 -0.67 2 15 6.76 10.9
73.2 1 1027.5 5.2 -2.8 295.84 -0.5 2 0 5.91 9
98.1 1 1024.5 6.3 -3.9 83.09 -0.55 2 15 7.41 13.7
94.4 1 1022.1 9.7 -6.8 381.28 -0.61 2 15 11.85 17.6
97 1 1024.5 8.5 -4.6 325.91 -0.5 2 15 9.66 17.6
94 1 1023.5 7.9 -7 360.13 -0.73 2 15 10.56 17.6
81.8 1 1025 7.2 -7 259.81 -0.77 2 12 10.04 19.7
93.3 1 1028.2 3.2 -2.6 83.35 -0.68 2 15 4.12 8.4
66.1 1 1021.1 -0.7 2.9 8.79 1.81 2 12 2.98 4.4
71.8 1 1021.8 0.6 0.4 -1.26 0.59 2 12 0.72 4.4
93 1 1023 5.5 -2.9 -20.54 -0.49 2 15 6.22 5.1
85.2 1 1023.2 1.1 -6.1 -52.04 -1.39 2 18 6.2 12.9
62.2 1 1024.4 -0.7 -7.4 -60.2 -1.67 2 18 7.43 12.9
66.9 1 1027.4 0.1 -8 -92.87 -1.56 2 21 8 14.5
53.6 1 1030.8 -0.7 -7.9 67.99 -1.66 2 21 7.93 11.4
59.8 1 1030.4 0.6 -1.3 30.46 -1.14 2 15 1.43 2.6
65.2 1 1030.8 0.4 -1.5 21.12 -1.31 2 15 1.55 2.6
42.8 1 1029.6 3.2 -1.2 6.22 -0.36 2 12 3.42 6
89.4 1 1030.4 1.3 -0.8 35.12 -0.56 2 0 1.53 3.1
82.1 1 1028.1 0.6 -2 19.59 -1.28 2 21 2.09 3.6
82 1 1027.9 0.5 -1.6 12.96 -1.27 2 21 1.68 3.6
98.8 1 1023.2 3.4 -3.2 4.94 -0.76 2 0 4.67 9
47.2 1 1025.4 1.8 -4.5 16.62 -1.19 2 12 4.85 10.5
49.5 1 1024.7 2.3 -3 15.6 -0.92 2 12 3.78 10.5
38.5 1 1023 2.5 -3.6 5.67 -0.96 2 15 4.38 8.5
58.8 1 1025.3 -0.3 -3.9 24.1 -1.65 2 15 3.91 5.1
47.6 1 1022.6 1.5 0 9.93 0 2 18 1.5 6.5
55.1 1 1023.5 -0.8 -3.7 23.17 -1.78 2 21 3.79 6.3
54.8 1 1024 0.2 -2 6.78 -1.47 2 0 2.01 5.7
66.4 1 1024.1 -1.2 -4.4 31.9 -1.84 2 0 4.56 5.7
56.9 1 1023.1 0.2 -2 8.55 -1.47 2 15 2.01 4.9
52.2 1 1023.2 0.1 -1.6 2.7 -1.51 2 9 1.6 3.3
83 1 1020.9 1.1 -0.2 20.65 -0.19 2 21 1.12 6.3
65.1 1 1021.3 0.1 -1.3 4.59 -1.49 3 0 1.3 2.6
40.1 1 1021.9 0 -1.2 -0.98 -1.57 3 15 1.2 2.4
42.4 1 1022.8 -1.8 4.3 19.99 1.97 3 15 4.66 5.4
54.1 1 1024.8 -0.6 -2 55.18 -1.86 3 15 2.09 4.6
61.1 1 1024.3 -0.8 -2.3 128.52 -1.9 3 15 2.44 5.4
57.4 1 1024.9 -1.9 -2.4 170.34 -2.24 3 9 3.06 6.3
29.2 1 1022.9 -5.6 6.2 128.88 2.31 3 15 8.35 14.2
61.3 1 1025.8 0.5 -0.5 33.78 -0.79 3 0 0.71 4.5
52.2 1 1024.3 -2.5 -0.7 75.64 -2.86 3 0 2.6 4.5
65.4 1 1024.7 -1.9 -1.9 102.76 -2.36 3 0 2.69 4.5
73.6 1 1025.9 0.2 -1 56.99 -1.37 3 15 1.02 3
97.4 5 1026.5 0.4 -3.1 -21.69 -1.44 3 15 3.13 3
93.1 4 1027.7 4 -4.6 -2.32 -0.86 3 15 6.1 3
88 1 1027.7 1.7 -4 -26.79 -1.17 3 9 4.35 3.5
94 1 1020.2 0.1 0.6 15.2 1.41 3 21 0.61 5.9
97.5 1 1020.6 6.1 -0.1 115.64 0 3 21 6.1 5.9
87.7 1 1025.7 5.9 -6.5 116.02 -0.83 3 9 8.78 15.7
69.3 1 1026.5 4.6 -6.2 176.65 -0.93 3 21 7.72 14.8
83.3 1 1030.3 0.4 -0.5 24.63 -0.9 3 9 0.64 3.9
62.7 1 1028.2 4.7 0.6 14.86 0.13 3 12 4.74 6.9
85.1 1 1026.6 6.1 -5.6 118.56 -0.74 3 0 8.28 13.8
79.3 4 1027.5 6.7 -6.7 -60.43 -0.79 3 15 9.48 7.3
93.9 1 1027.2 9.7 -6.5 263.61 -0.59 3 15 11.68 17.1
77.8 1 1029.9 7.9 -7 212.8 -0.73 3 9 10.56 19.1
31.3 1 1031.6 -1.6 -8.7 63.45 -1.75 3 15 8.85 15.1
51.6 1 1035.7 -0.8 -4.6 36.83 -1.74 3 21 4.67 10.5
34.6 1 1035.1 -0.5 -6.7 43.93 -1.65 3 9 6.72 13
70.6 1 1030.9 1.5 -6.3 274.69 -1.34 3 0 6.48 16.5
55.5 1 1027.7 2.9 -7.8 160.68 -1.21 3 12 8.32 12.9
36.3 1 1022.8 -0.5 -7.5 47.53 -1.64 3 15 7.52 9
60.9 1 1026.4 -1.1 -5.6 104.52 -1.76 3 21 5.71 12.8
48.6 1 1026.1 0.6 -4 136.3 -1.42 3 0 4.04 10.5
64.8 1 1025.6 -0.6 -6.3 146.64 -1.67 3 0 6.33 10.5
31.5 1 1024.7 -1.5 4.8 -1.54 1.87 3 15 5.03 6.1
32.1 1 1024.8 -0.7 1.5 -11.53 2.01 3 18 1.66 3.9
58 1 1025.8 0.2 -2.4 13.79 -1.49 3 15 2.41 5.6
46.9 1 1025.8 -0.3 -2.7 5.65 -1.68 3 15 2.72 5.6
51.8 1 1026.9 -0.5 -1.6 5.65 -1.87 3 15 1.68 4.2
57.8 1 1027.9 -0.4 -1.8 10.58 -1.79 3 15 1.84 4.2
52.5 1 1027.9 -0.6 -1.3 9.63 -2 3 9 1.43 3.8
81.5 1 1026.1 -5.8 5.7 262.69 2.37 3 21 8.13 13
85.6 1 1026 -6.1 6.4 328.41 2.33 3 21 8.84 13
93 1 1026.1 -4.7 6.9 343.57 2.17 3 0 8.35 13.9
96.5 1 1025.6 -2.9 4.5 98.98 2.14 3 15 5.35 8.5
89.8 1 1022.3 -5.3 5.1 116.98 2.37 3 21 7.36 11.1
97 1 1018.7 -2.2 6.1 71.14 1.92 3 15 6.48 10.8
85 3 1024.3 4.4 -2.9 -16.54 -0.58 3 21 5.27 11.3
90.8 1 1025.3 6 0.6 26.12 0.1 3 0 6.03 12.8
87.4 1 1026.1 5.9 -1.2 23.48 -0.2 3 15 6.02 9.3
97.7 1 1026.8 2 -1.6 -14.5 -0.67 3 15 2.56 4.8
56.3 1 1027.9 -8.1 3 260.3 2.79 3 15 8.64 12.8
56 1 1025.6 -11.4 4.5 257.44 2.76 3 21 12.26 15.1
58.3 1 1024 -12.6 8.1 202.48 2.57 3 15 14.98 19.4
53.1 1 1025.8 -4.1 -2.8 113.87 -2.54 3 0 4.96 12.9
52.3 1 1024.1 -3.5 -2.9 128.81 -2.45 3 15 4.55 15.1
73.9 1 1023.4 -0.4 -2.2 16.38 -1.75 3 15 2.24 6.1
64.7 1 1023.3 -1.9 -2.9 -11.39 -2.15 3 9 3.47 5.4
80.2 1 1023.2 -0.1 -2 12.75 -1.62 3 15 2 5.5
29.7 1 1022 2.1 -1.9 5.71 -0.73 3 15 2.83 9.7
54.6 1 1026.5 -2.9 -0.6 7.62 -2.94 3 0 2.96 4.8
41.4 1 1026.7 -1.6 5.2 -55.34 1.87 3 18 5.44 9.9
42.1 1 1027.3 -1.3 4.7 -11.75 1.84 3 12 4.88 8.2
38 1 1026.2 -1.3 5.3 -32.89 1.81 3 18 5.46 7.3
41.7 1 1027.4 0.2 1.4 4.74 1.43 3 21 1.41 6.2
49 1 1026.2 -0.6 -1.3 11.83 -2 3 0 1.43 7.6
46.9 1 1024.1 -0.8 -1.3 10.02 -2.12 3 0 1.53 4
43.7 1 1019.5 -2 -6.5 -20.33 -1.87 3 21 6.8 14.7
44 1 1018.2 -1.6 -8.7 -43.55 -1.75 3 15 8.85 16.9
47.5 1 1018.1 -0.1 -9 19.29 -1.58 3 15 9 18
39.2 1 1015 1.2 -9 153.7 -1.44 3 12 9.08 19
31.4 1 1013.7 -0.8 -10.1 54.26 -1.65 3 15 10.13 20.2
53.3 1 1010.3 -1.3 -3.5 5.19 -1.93 4 0 3.73 9.9
30.9 1 1007.5 -2.7 -7.2 4.09 -1.93 4 12 7.69 11.2
50 1 1009.3 -0.4 -1.3 42.72 -1.87 4 15 1.36 4.2
56.5 1 1007.3 -2.5 7.8 17.14 1.88 4 15 8.19 13.6
55.4 1 1007.1 -2.8 8 12.24 1.91 4 15 8.48 13.6
87.7 3 1007 -0.4 0.9 25.79 1.99 4 15 0.98 4.4
83.9 1 1008.5 -2.4 5.6 36.5 1.98 4 9 6.09 5.2
98.3 1 1008.2 1.3 0.1 -10.1 0 4 15 1.3 2.5
90.8 1 1009.2 3.8 0 -2.74 0 4 12 3.8 5.4
86.2 2 1009.4 0.7 -2.5 7.9 -1.3 4 21 2.6 7.4
92.6 1 1009.6 -1.3 -0.9 55.7 -2.54 4 0 1.58 6.5
82 1 1007.4 -5.7 6 49.13 2.33 4 12 8.28 11.3
84.8 1 1005 -3.5 1.1 23.86 2.84 4 15 3.67 11.9
84.8 1 1008.9 2.4 -6 -33.23 -1.19 4 21 6.46 12.2
64.9 1 1014.1 10.4 -8.8 128.41 -0.7 4 12 13.62 22.1
75.4 1 1015 9.4 -7 90.3 -0.64 4 18 11.72 17.3
63.6 1 1016.3 1.3 -3.6 -29.25 -1.22 4 15 3.83 8.7
80.4 1 1016.5 1 0.2 0.43 0.2 4 15 1.02 6.9
93.2 1 1017.1 1.6 -1.7 -2.03 -0.81 4 15 2.33 6.9
98 1 1007.2 -4.8 3.2 65.9 2.55 4 0 5.77 6.8
97.2 1 1010.4 -2.8 3 64.59 2.32 4 0 4.1 6.8
83.9 1 1002 10.2 -4 0.27 -0.37 4 18 10.96 19.7
90.1 2 1004 8.5 -2.5 20.47 -0.29 4 0 8.86 13.5
81 1 1006.7 8.6 0 56.04 0 4 12 8.6 12.4
91.5 1 1007.7 7.6 -2.2 -38.57 -0.28 4 21 7.91 8.5
94.2 1 1005.8 2.5 -4.7 -9.81 -1.08 4 0 5.32 9.3
93 1 1005.7 3.2 -3.2 -10.98 -0.79 4 15 4.53 6.3
78.5 1 1005.5 5.3 -4.7 36.63 -0.72 4 9 7.08 10.8
90.9 5 1003.2 3.8 -3.8 35.95 -0.78 4 9 5.37 10.8
90.3 1 1005 6.4 -4 43.53 -0.56 4 0 7.55 13.4
88.4 1 1002.4 8.2 -7.4 94.64 -0.73 4 0 11.05 13.4
76.9 1 1012.1 5.5 -9.7 235.67 -1.05 4 0 11.15 20.4
74 1 1013 4.8 -8.6 33.38 -1.06 4 15 9.85 15.2
63.5 1 1015.8 3.9 -11.8 142.06 -1.25 4 15 12.43 21.1
63 1 1020 5.1 -6.5 70.4 -0.91 4 0 8.26 18.9
54.2 1 1017.7 7.2 -6.4 61.05 -0.73 4 9 9.63 15.1
84.1 1 1011.9 7.1 -1.1 65.73 -0.15 4 21 7.18 11.1
92 1 1011.3 4.6 -2.1 52.76 -0.43 4 21 5.06 11.1
87 1 1009 9.4 -2.5 -13.54 -0.26 4 0 9.73 12.9
87.2 1 1001.8 9.7 -4 33.11 -0.39 4 21 10.49 12.8
88.9 5 1006.9 8.7 -0.3 22.93 -0.05 4 18 8.71 11.6
91.1 1 1009.3 10 -1.1 54.96 -0.11 4 15 10.06 10.5
94.3 1 1010.6 6.6 3.6 36.96 0.5 4 12 7.52 8.7
86.5 1 1011.9 9.3 -0.2 3.48 0 4 18 9.3 15.8
91.7 1 1016.6 4.2 -2.5 -44.87 -0.54 4 15 4.89 9.8
87 1 1015.9 6.4 -3.7 -24.98 -0.52 4 15 7.39 9.8
94.9 1 1016.3 4.3 -0.3 21.1 -0.07 4 15 4.31 3.9
97.2 1 1013.2 2.2 0.7 -33.04 0.31 4 15 2.31 3.9
89.6 7 1008.4 9.6 2.1 64.57 0.22 4 0 9.83 15.2
89.1 1 1007.5 11.7 -0.2 56.56 0 4 15 11.7 18.7
86.8 1 1008.6 12.2 -1.8 59.78 -0.15 4 15 12.33 18.7
89.3 1 1012 8.6 -1.3 27.09 -0.15 4 0 8.7 6.2
99.4 1 1011.6 2.8 1.1 40.7 0.38 4 0 3.01 6.2
93.7 1 1011.5 4.6 -0.4 -47.57 -0.09 4 0 4.62 6.2
92.3 1 1005.5 -9.3 8.6 411.8 2.4 4 18 12.67 18.9
91.1 1 1014.3 -8.9 9 514.94 2.35 4 15 12.66 20.1
47.8 1 1004.6 -16.4 13.9 261.67 2.44 4 15 21.5 32.8
72.9 1 1011.9 -9.6 9.1 310.73 2.38 4 0 13.23 25.2
48.1 1 1006 -13.3 11.9 190.84 2.41 4 0 17.85 25.2
68.8 1 1010.8 -6.3 11.7 75.8 2.06 4 18 13.29 17.2
91.4 1 1012.4 -9 5.5 303.58 2.59 4 0 10.55 15.7
87.8 7 1010.5 -7.3 8.9 70.87 2.26 4 12 11.51 19.4
84.8 4 1009.7 -8.1 10 77.71 2.25 4 12 12.87 19.4
88.7 1 1010 -4.7 7.3 54.21 2.14 4 15 8.68 17.1
98.3 1 1015.1 2.9 3 5.93 0.8 4 21 4.17 3.4
81.4 1 1017.4 -0.7 -1 9.01 -2.18 5 0 1.22 4.1
58.6 1 1015.4 -1.1 6.6 -3.9 1.74 5 15 6.69 12.7
56.1 1 1013.9 -3.1 1.9 8 2.59 5 9 3.64 4
71 5 1007.2 -0.9 7 -4.79 1.7 5 12 7.06 11.3
93.8 2 1007.5 -2.6 5.1 57.84 2.04 5 18 5.72 15
99.1 1 1009 -1.4 0.1 -23.74 3.14 5 0 1.4 6
94.8 2 1009.7 -2.6 3.1 7.74 2.27 5 0 4.05 6
98.3 1 1007.8 0.1 -1.3 18.63 -1.49 5 15 1.3 3.4
98.1 1 1011.5 -0.3 -0.7 -7.35 -1.98 5 15 0.76 3.4
76.8 7 1006.5 0.3 6.2 0.73 1.52 5 12 6.21 3.5
85 9 1008.1 5.6 -0.4 0.12 -0.06 5 12 5.61 3.5
87.7 1 1009.2 1.8 -3.5 -36.64 -1.1 5 21 3.94 3.2
89.7 1 1012.5 0.4 -2.3 -17.83 -1.4 5 15 2.33 3.2
68.4 1 1013.4 8 -1.4 24.48 -0.17 5 15 8.12 11.2
98.2 1 1019.3 0.8 -0.8 -26.14 -0.78 5 15 1.13 6.4
49.8 1 1016.7 1.5 2 29.07 0.93 5 18 2.5 7.9
72.6 1 1018.5 -0.4 -0.8 81.81 -2.04 5 15 0.89 4.4
73.7 1 1017.4 -0.6 -1.1 90.16 -2.07 5 15 1.25 4.4
75.7 6 1016.7 -1.3 5.3 70.62 1.81 5 15 5.46 6.7
85.9 7 1017.2 -1.8 4.4 54.62 1.96 5 18 4.75 8.3
95.8 1 1017.2 -1 -0.3 35.93 -2.86 5 15 1.04 3.9
88.8 1 1017.8 0 -0.8 58.1 -1.57 5 15 0.8 4.1
56.9 1 1021 2.6 -2 -21.71 -0.66 5 18 3.28 7
75.8 1 1024.5 -0.3 -1.9 6.28 -1.73 5 15 1.92 3.7
39 1 1025.2 -3.6 -0.2 53.44 -3.07 5 15 3.61 3
48 1 1025.7 -3.4 3.1 20.72 2.4 5 9 4.6 4
50.5 1 1025.5 0.4 0.6 -3.99 0.98 5 21 0.72 3.8
77.6 1 1024.4 4 -3 -25.06 -0.64 5 21 5 13.1
59.5 1 1023.4 -1.2 -7.2 -88.3 -1.74 5 0 7.3 13.8
57.6 1 1024.6 1.8 -7.1 -114.93 -1.32 5 15 7.32 12.5
30.4 1 1019.1 -0.1 -8 -49.16 -1.58 5 18 8 16.2
32.1 1 1021.8 2.5 -11.2 -1.34 -1.35 5 18 11.48 16.2
42.2 1 1021.2 0.4 -7 -41.05 -1.51 5 21 7.01 11.5
41.2 1 1015.1 5.7 -3 33.14 -0.48 5 21 6.44 12.7
57.9 1 1024.3 5 -6.7 -1.72 -0.93 5 15 8.36 11.1
43.4 1 1023.5 5 -8.7 -17.59 -1.05 5 9 10.03 14.2
36 1 1021.6 7.3 -5.5 33.72 -0.65 5 12 9.14 16.5
34.2 1 1020.9 2.1 -7.6 -8.9 -1.3 5 15 7.88 14.1
36.9 1 1019.6 3.3 -5.4 -20.51 -1.02 5 18 6.33 12.5
34.9 1 1018.7 0.8 -5.6 -12.65 -1.43 5 18 5.66 12.5
25.6 1 1013.6 -5.2 4.6 109.05 2.42 5 9 6.94 4.7
99.3 2 1010.3 2.6 1.9 1.95 0.63 5 15 3.22 14.9
65.2 1 1012.3 -4.4 8.5 46.81 2.05 5 12 9.57 13.6
85.1 1 1014.1 -4.4 4.5 27.26 2.35 5 21 6.29 11.7
57.3 1 1011.6 -7.7 2.5 372.81 2.83 5 15 8.1 14.8
60.1 1 1009 -8.8 10.7 345.07 2.26 5 9 13.85 26.1
